feature_1,feature_2,feature_3,feature_4,feature_5,category
91083,8578,63262,49573,32106,beta
19657,19769,47479,95629,50418,alpha
86817,99411,28892,26997,1493,alpha
84068,40181,68664,33344,75492,gamma
23501,48135,4884,78075,20868,alpha
11040,61889,91430,14821,54520,gamma
81603,94817,39919,83491,2783,beta
61015,48527,29134,30731,83455,alpha
33294,7344,89467,57764,58117,alpha
39973,50374,80646,2779,98279,beta
64447,1477,78989,76532,10053,gamma
72115,60074,50933,32338,37316,beta
65140,24324,28761,20348,36072,alpha
47707,73711,55121,98883,2655,gamma
92099,75156,97209,66616,25547,gamma
22861,22879,41145,56743,54825,alpha
32363,73694,21696,86336,1322,alpha
82631,56919,66161,37974,26645,gamma
19004,51113,30285,73246,40968,alpha
87125,66263,94263,70420,95645,gamma
453,8069,35232,2253,70653,gamma
8288,82435,47018,81779,1209,beta
80583,48727,56055,50909,25664,alpha
26472,42573,96870,19924,15758,alpha
6754,5898,13708,49916,44829,gamma
65358,64043,95938,8716,13612,gamma
42382,39478,51239,60344,41287,alpha
39445,23032,99641,74113,56737,beta
18714,47704,24240,19031,27845,beta
28210,16408,17489,38204,84737,alpha
21453,34085,81809,86401,56067,gamma
35818,45039,19628,49013,99663,alpha
69851,80235,12092,72326,47204,alpha
87384,28965,28120,46348,4043,gamma
44868,60413,52251,92837,76477,beta
62094,47693,55914,29080,40687,alpha
78332,68233,41007,79548,74816,alpha
37213,78872,77737,49284,26615,beta
42848,62934,6834,62023,58203,gamma
79620,44627,33855,80175,55503,alpha
1521,39313,9290,33507,58557,alpha
12767,56682,75585,66963,71353,alpha
2301,14750,13773,85508,18686,beta
7272,61055,2565,61231,10846,gamma
28979,75549,48454,15766,15410,alpha
47483,23078,57764,10261,43123,gamma
52583,62932,98118,61259,92100,alpha
92050,60455,109,31798,62077,gamma
1698,61016,38823,27902,69513,gamma
24637,99320,92888,6462,45573,beta
13251,98687,92344,54788,85627,gamma
78193,55758,12084,73256,57257,beta
17534,11044,45036,39165,86946,beta
1113,48349,24918,90009,60715,beta
86460,48455,91983,20041,11297,alpha
61678,40699,46416,47684,33994,beta
83562,88215,38240,34112,19162,gamma
42188,3259,93616,86167,72688,beta
84863,13371,30729,3602,78608,gamma
88515,75202,42569,46361,68000,beta
62813,90666,40952,24963,17969,alpha
31075,61192,5536,73543,79939,alpha
99985,36446,37735,59859,53802,alpha
36551,80027,41683,28781,62043,beta
2289,54213,76740,79967,96575,alpha
22316,85676,84096,69261,70117,alpha
31790,85393,76340,55600,64620,alpha
65251,93384,8376,51429,38716,gamma
94201,87006,90559,42269,15704,beta
71356,71072,13001,6229,93384,gamma
21097,55517,56293,86816,88048,beta
24845,54098,94751,4019,64925,gamma
82731,7221,24151,31845,47121,alpha
25955,59986,41710,62290,94310,beta
78547,85420,45522,1348,53016,alpha
99935,56257,16828,21835,12278,alpha
78581,32974,88901,30782,89497,alpha
58215,96227,72379,71835,76510,gamma
87727,55034,67657,3855,91498,gamma
86668,13996,59152,19232,63641,gamma
2919,98847,89896,47653,58081,gamma
50831,29576,56844,44170,2016,beta
45250,2896,51611,83417,25923,gamma
68484,75433,35464,28724,14383,alpha
78845,90862,20332,59981,72147,gamma
14806,90369,55182,84552,87448,gamma
88742,85618,16797,67932,15067,gamma
44785,29847,75909,5148,70622,alpha
30011,32330,76555,88826,18668,gamma
90327,18079,61299,79643,1677,alpha
44123,26681,11882,70635,46608,gamma
75644,86567,95569,75519,20491,alpha
7581,15086,10754,86197,89603,gamma
32063,88311,46085,52248,76331,beta
50761,46686,59520,93428,20852,alpha
65071,59491,43219,43852,80713,alpha
87764,18084,43050,72724,24629,alpha
53905,10008,27040,56223,61940,beta
72610,36571,73809,26201,80092,gamma
73491,58854,50390,84243,35570,gamma
10592,25321,49484,92913,94456,alpha
84939,86914,84683,60565,71663,alpha
77226,63009,12908,28986,55106,gamma
92841,60937,24956,96216,48181,gamma
72296,61664,13874,94436,61354,alpha
73635,88604,27774,94001,24907,gamma
53679,53737,36644,24021,61873,gamma
34745,88066,87327,74312,14110,beta
56680,32498,14045,13043,22294,beta
25399,38918,63521,75542,82354,alpha
56994,145,49188,66179,89333,gamma
67230,27367,44459,33052,6792,beta
10405,54647,79802,63021,14587,alpha
49949,90684,98020,60843,701,alpha
77866,5093,47400,65570,11308,alpha
13361,7790,48651,16016,93698,alpha
23277,71549,75232,69493,28129,gamma
27216,50810,61159,77033,89830,alpha
62846,50332,27629,943,7308,alpha
99414,47340,67516,97783,62998,alpha
7775,24362,16102,97246,85466,beta
96032,71847,17046,81620,46328,gamma
28945,98227,48007,44268,85247,alpha
70860,99095,54167,67282,59474,alpha
42845,28693,6563,89917,35368,alpha
83375,13795,27825,77158,23153,alpha
15204,27178,10496,44186,70994,alpha
35432,7191,26461,19655,36763,alpha
29513,75580,31788,69208,16713,alpha
5437,76628,75298,11388,63586,gamma
96188,15057,66004,38053,27053,alpha
67010,31058,39545,3155,87051,alpha
8265,44533,68384,16165,66161,alpha
25974,44525,74622,59064,23466,gamma
18015,25718,15142,41,47549,beta
92529,46864,57103,41848,48596,alpha
66649,99651,2633,47519,24568,beta
41854,5233,85284,87292,98978,alpha
76341,70673,9311,44922,91821,gamma
77448,87178,87463,70409,17924,beta
11470,72295,6487,85883,56488,alpha
81697,96716,5355,90732,58117,alpha
18078,34430,9796,19137,59848,beta
80963,46189,1170,88515,61559,alpha
85949,77153,48003,55113,9611,beta
37458,62527,41939,22173,16137,beta
34565,46756,16644,34113,70814,alpha
71448,95606,61136,51143,67461,beta
22082,3329,62135,19830,52191,gamma
55562,5236,2142,16714,65098,beta
61041,45000,44079,78981,34191,beta
31887,8574,34335,45815,42493,beta
84977,91536,65770,82868,31238,alpha
94783,69031,87197,24056,9742,gamma
41982,15953,25954,94000,44243,beta
20815,75042,91887,78741,35739,gamma
99694,93283,15200,10274,40299,beta
69646,85459,59554,96530,32383,alpha
2051,25782,63405,13436,46265,gamma
78993,14782,24811,31689,19449,beta
27063,85051,68163,6711,16771,gamma
88746,30237,51282,63650,67704,gamma
78953,76320,92602,11474,74511,gamma
7773,85770,28835,60994,351,beta
51817,91429,30015,98883,91690,gamma
54568,42096,86452,43478,64266,gamma
65893,68254,83516,97897,920,gamma
77816,64482,45596,2557,59954,gamma
22798,31852,81409,82979,76414,beta
71478,51491,39908,14635,47755,beta
63031,45357,92173,30904,13556,alpha
49517,59632,90016,1229,66192,beta
8082,93033,74715,25064,37088,beta
62101,58511,13267,63940,81931,alpha
95549,14815,31374,29236,13301,alpha
6624,43104,90572,78447,77500,gamma
96862,23102,82972,66318,73233,alpha
63289,71441,95519,90340,39220,beta
51789,93388,50186,63286,12602,beta
10124,17363,86593,57904,8106,gamma
65095,33250,192,15295,65026,alpha
34119,84269,31782,92954,61175,beta
10678,63080,2550,13480,68392,beta
71482,43724,68406,20169,39095,gamma
2180,37904,81822,22882,57464,gamma
926,23024,25984,58465,32697,beta
4296,596,14047,12359,99043,alpha
36128,66657,4459,72178,79033,gamma
87312,58838,99657,64482,92124,alpha
81201,26698,69774,15899,86997,gamma
62553,32398,59120,91956,44215,alpha
2751,94471,30539,22240,26658,beta
78059,36396,84934,47578,10888,beta
71549,55192,42739,95530,87345,alpha
54939,69258,15060,23153,7082,beta
76000,15549,86465,85328,84582,alpha
40953,55357,55339,57690,52895,alpha
40996,30622,62280,15010,55531,gamma
41946,43151,40709,59307,82219,beta
71344,62667,28016,11051,35774,alpha
50835,48761,2496,24184,4630,gamma
75751,13711,56038,223,60449,gamma
22451,72219,36990,82532,69734,beta
43828,59090,85712,17350,88608,alpha
70129,26931,34160,45779,79022,beta
21135,4860,10382,3197,3625,gamma
15873,94407,97739,48296,95610,alpha
38802,94299,21766,19905,96208,alpha
95938,5550,84820,71780,35325,alpha
75691,38324,14876,34119,48688,gamma
65122,8764,2639,23051,99824,gamma
249,7874,29991,12623,97702,beta
21976,58023,43540,36719,19638,gamma
94408,69377,34164,89108,20366,alpha
58375,46407,44327,97467,95025,alpha
69736,68151,13758,58986,45484,gamma
41029,98648,11990,1945,77976,gamma
34792,8293,99277,73056,77790,gamma
87161,79495,14176,45298,6718,beta
86966,2957,54179,29399,95964,alpha
26826,30929,7881,51548,67684,beta
12633,66560,15370,26662,73719,alpha
85822,83252,68488,32257,75093,gamma
1116,94647,78229,26103,96552,gamma
35597,98145,80299,33082,31626,gamma
61362,60794,18131,56929,61421,gamma
39494,17886,45643,95748,83033,beta
79903,49784,44929,76587,25949,beta
65939,51822,4553,26759,53103,gamma
46012,69102,30401,68269,51861,gamma
23759,79001,92235,75026,5013,alpha
28470,41814,49544,31634,22722,beta
35022,28702,1050,22791,83729,alpha
81299,61596,76446,52640,51291,gamma
88486,99729,65599,55820,7038,beta
67032,11177,34563,54372,7329,beta
66024,25765,22962,31335,82363,alpha
86829,96010,94740,30590,32552,gamma
29973,3906,13117,45772,86388,beta
33414,21692,67976,64591,954,alpha
65726,76837,79405,16617,41963,beta
9764,84528,48251,23744,51737,beta
25204,42024,96570,81556,6073,gamma
17500,74505,69901,18660,98008,gamma
97529,39693,66801,66136,33130,gamma
78300,93825,65680,38557,10269,gamma
79386,3903,81778,49912,55342,gamma
84026,18014,52944,24302,58542,alpha
81539,63631,80084,52418,38500,beta
55614,55279,23176,31250,55467,beta
71990,82194,19681,79038,81803,gamma
26229,79091,51280,13351,47619,gamma
22915,49266,79118,292,60423,beta
24476,76802,51120,76572,71461,beta
33143,12821,94863,79220,45506,alpha
33279,44507,59210,74486,30718,gamma
99822,91797,14008,51191,24178,beta
95044,13051,62583,37295,30274,gamma
81964,64231,95827,26584,63243,beta
73324,64201,893,19432,45231,beta
74144,77660,98690,22605,70694,beta
86963,20253,14691,57104,48083,alpha
98966,33451,77996,57250,83956,gamma
50738,75296,84272,70946,73744,alpha
48648,34381,42128,2779,95815,gamma
43061,12467,77689,3881,85452,alpha
40135,60865,74376,86427,45507,gamma
98258,93552,6276,63113,29336,alpha
59250,91316,63230,96436,814,gamma
75557,11696,21168,23483,95661,gamma
91807,8490,75588,46403,48936,gamma
28472,71457,10188,9114,85918,beta
1293,77233,83611,70481,68543,gamma
26647,81439,23491,12211,78144,gamma
82941,36592,56778,86717,60833,beta
57181,88036,93968,21441,35554,alpha
88065,46702,55017,67639,26532,alpha
45697,72496,19621,56539,28449,beta
94000,16568,55711,28071,98674,beta
79186,20968,58836,58633,83927,alpha
10937,5551,29430,83066,98191,gamma
22746,92273,37342,22148,88088,gamma
69867,98732,88759,54821,43293,alpha
24662,2428,36548,75560,38070,gamma
23366,8961,29836,8628,27052,beta
84175,11430,40265,54000,60574,beta
76516,94642,14341,445,45806,alpha
52849,50078,71646,67165,35403,gamma
48843,32092,14518,8795,87634,alpha
97223,38987,74348,59876,8071,alpha
56351,25879,22822,26428,37641,alpha
39216,11443,9074,24980,58245,gamma
86152,72587,19435,73587,20548,gamma
60667,7808,122,13877,46458,gamma
23824,98705,27895,41866,83652,beta
13488,16335,15510,64612,99841,beta
66362,4805,40515,17204,3209,beta
50694,92066,58525,55149,6351,gamma
55011,73204,4973,24987,41812,beta
47858,55916,79591,17262,76045,beta
51045,20616,75142,5896,81332,alpha
67127,6971,78227,33974,92508,beta
87899,30872,51946,48423,13266,beta
61061,87742,98832,35298,8653,gamma
54581,11006,44332,72135,39436,beta
65628,76815,30105,82065,63365,alpha
38072,44176,18110,50188,18958,beta
96741,55399,63292,28420,34812,beta
11990,96032,38901,26110,38286,gamma
33506,42436,79991,86839,92748,alpha
21821,96713,40574,24954,65052,alpha
41409,69228,4459,28806,37771,gamma
69680,92095,10493,2862,68715,gamma
43091,67611,48300,42156,69353,gamma
22051,38116,63921,15004,60317,beta
89133,9851,94267,53640,41133,gamma
55170,91045,78151,20595,60957,beta
9500,1677,33727,77017,42457,alpha
79795,79494,89832,98009,44530,gamma
51871,67659,89506,66814,78514,beta
38959,92797,17738,5819,99988,alpha
88663,35932,84273,47395,90124,gamma
67417,62834,39013,31050,21131,alpha
43922,24962,88750,22738,24647,alpha
38517,61755,43380,33255,36964,beta
76633,29303,28860,82891,40986,gamma
43386,84372,98056,76007,21472,alpha
36874,33379,8777,9309,19839,beta
85173,88974,28677,33125,54993,alpha
76041,39021,94877,98690,95061,beta
66015,53831,34183,51471,82642,gamma
32660,5339,38734,42406,47688,beta
4198,11450,56813,68909,91686,beta
40184,78963,6833,524,23306,alpha
99481,31784,10320,21980,77711,gamma
15708,84954,8506,11296,78179,alpha
73378,76816,24550,20299,62949,gamma
21021,81529,18659,29942,74998,beta
17454,13492,90315,13647,26606,beta
74403,92236,55217,24394,56610,beta
86634,32752,10825,53411,68593,beta
76967,9862,55364,71344,77805,alpha
96857,42197,6299,4611,58186,gamma
5985,31387,66837,93365,59053,beta
33337,33538,45638,87674,74119,gamma
33362,58783,65452,26459,59935,beta
58574,21564,97686,21866,7692,beta
29856,91455,88663,49229,4995,gamma
52494,79821,87629,7604,46818,gamma
93799,33943,5871,83559,6265,gamma
38067,23885,95506,26829,77437,alpha
20781,89085,19093,64580,38827,beta
91471,51196,26719,22561,81521,gamma
63932,72969,87732,25580,62002,alpha
81889,98750,84524,32084,98642,beta
77113,2037,75239,85681,37881,gamma
42049,79862,17430,72239,49809,beta
71137,14151,10217,19905,48094,beta
67128,94479,96164,71051,37794,gamma
70874,49773,2457,70259,92481,alpha
24125,62424,65934,53192,81978,beta
87768,49877,48714,77519,32632,beta
62745,68790,560,93992,31207,gamma
37081,5349,13890,79462,6319,alpha
70831,88039,31264,52581,58077,beta
12648,40588,26553,42716,75796,gamma
82232,40412,32135,91724,90415,gamma
41204,89341,15091,25264,57962,gamma
5589,43410,68631,52307,64808,gamma
21511,680,58442,29530,34162,beta
42785,72322,50246,31764,32163,beta
10359,37116,64437,66457,90913,beta
39992,38677,33015,40756,90673,beta
53842,34034,73630,42907,80584,beta
96951,94753,66342,33730,67693,beta
29561,28037,73060,27267,81246,gamma
35507,45971,31904,46663,37526,gamma
80250,10146,70916,49817,13170,alpha
40134,44787,98665,45037,5866,gamma
83903,49400,23251,40006,1335,alpha
43131,7526,34690,3806,94058,alpha
71689,76763,94516,76785,17950,gamma
98361,2909,81640,19543,18522,alpha
70725,9165,14979,12533,15897,alpha
52632,38252,91233,47325,90399,beta
36459,3026,63740,12932,76032,gamma
81537,56570,44926,10940,2357,beta
66752,25704,95425,64976,81119,gamma
49941,50143,46728,97485,86730,gamma
27166,16338,40105,57252,50900,alpha
53381,48555,7545,51871,82286,beta
49938,85731,33521,48152,20713,gamma
57985,59436,34480,1294,52326,beta
41921,30048,95148,97902,977,beta
38943,37603,49624,42092,80424,gamma
74295,31169,84687,4313,584,beta
36085,74239,59635,87833,23174,gamma
35383,90153,5678,2117,14966,alpha
53769,5253,95629,71601,10036,gamma
86582,98965,71066,28612,63172,gamma
7313,46641,17512,8185,40207,gamma
68958,97282,60241,28532,74631,gamma
53539,18703,18293,5140,49411,alpha
67135,56107,63317,61578,54465,alpha
78611,65777,57665,28183,56349,alpha
32685,93367,6547,91736,68296,gamma
22887,40060,57730,54824,18731,alpha
34659,46238,24192,9864,3294,gamma
43666,14557,24495,27468,8790,alpha
98720,95916,5962,65265,54016,alpha
94858,40607,84834,79534,34762,beta
79605,86145,35518,83451,64475,gamma
89841,17170,15563,48262,9735,gamma
22975,309,84787,54834,48150,alpha
7381,97670,37779,71693,38695,beta
25867,15445,87712,44819,54537,alpha
93864,55426,59150,49863,85072,gamma
44084,75313,14558,41892,23685,alpha
36615,55345,66542,1146,44709,alpha
83285,42050,11296,2216,34123,alpha
65452,76547,52950,62256,3715,alpha
32298,4656,49116,48905,38460,gamma
36648,31349,5695,50658,54040,alpha
70919,55285,72805,55358,23680,gamma
39244,96222,43712,93703,588,gamma
88968,8235,85624,66934,75583,beta
54453,50793,80661,57806,94139,alpha
33657,72483,43789,25316,33179,alpha
20293,49877,22507,4501,48659,gamma
84228,64631,66884,41048,49554,alpha
56991,16049,15313,24831,46841,gamma
52892,72891,1874,7178,93602,alpha
71469,8165,27031,69562,66638,alpha
572,83390,81350,71146,35566,gamma
16512,61925,40042,50675,95469,alpha
80114,86055,47539,16466,90062,gamma
55709,41530,63881,3492,38718,gamma
56019,99147,23654,59935,6994,beta
80633,47488,31866,66226,18847,beta
4196,35556,5647,76886,38897,gamma
27252,70446,55151,33582,63425,alpha
34384,37772,12882,2644,5136,beta
35453,86618,62008,30840,73212,beta
38822,78912,77295,37324,54267,gamma
80198,41326,52229,94400,73673,alpha
8056,76300,22524,82872,3050,gamma
98146,98542,7753,22925,72480,beta
78093,73002,9266,75187,10729,gamma
49035,20101,69805,2911,84903,gamma
82224,49327,16379,54976,54700,beta
42437,91164,76281,14479,96259,alpha
46214,96251,69088,84892,88614,beta
64126,1516,15050,70879,52432,alpha
19938,57105,91916,82626,57688,gamma
92174,862,64940,93556,26778,gamma
14353,3226,29745,33491,69124,gamma
9848,94751,99587,98817,99676,alpha
33552,89262,14162,44696,34065,alpha
69846,80998,7872,25287,46176,alpha
19791,67041,64092,28565,25115,gamma
31343,58678,42998,13674,69568,gamma
15284,3435,7278,88147,29461,gamma
37535,30834,42914,14055,57863,beta
63428,14245,63534,10070,83665,beta
74589,17808,71243,77740,49216,alpha
63009,88232,86745,74655,23356,gamma
76469,12420,60575,61306,84097,gamma
73623,34949,20170,55407,61492,beta
18772,96535,49044,87285,708,gamma
29554,76408,51420,33419,43718,alpha
80575,86854,73809,56401,57954,gamma
67077,89016,64807,87487,9353,alpha
88927,83156,30510,76483,62370,alpha
17969,73923,64196,92101,56100,beta
85722,1566,43420,77101,9273,beta
34433,10966,42728,73271,3630,beta
55265,33337,77348,803,47045,beta
49899,39899,37186,24802,56491,alpha
10105,95314,2571,37617,8985,alpha
69931,31408,80482,94576,1155,alpha
86900,120,5945,24356,55670,alpha
26094,26796,37895,55384,32574,beta
35537,60099,77305,12279,97747,gamma
22519,26974,32656,17828,6448,alpha
38912,91741,43396,14219,24003,gamma
67137,32918,70277,18558,58677,gamma
21087,69144,53831,22193,62354,alpha
45018,41821,3016,48393,58894,gamma
28872,79982,27442,15000,80590,gamma
99496,39784,22537,98635,96083,gamma
58213,7640,85292,88081,53515,beta
42542,70053,47296,82047,10445,gamma
95497,60914,16085,10840,56663,gamma
38353,16561,36588,28628,63576,alpha
42720,67418,98537,45593,28976,gamma
83814,90901,45486,40614,29464,beta
98761,84478,17776,65657,58715,gamma
94917,34113,4342,93122,89532,gamma
99605,83563,35944,52862,75239,beta
68919,75625,94438,43015,19914,gamma
26964,11536,91250,14805,83137,alpha
36088,41987,97071,66740,65011,beta
4162,79913,37305,52789,66114,gamma
95660,90610,98645,35352,73410,beta
22420,81165,54001,72048,97026,alpha
33992,67003,18164,81304,36154,alpha
62020,18448,56678,92806,95183,gamma
86962,55273,89840,52943,98380,alpha
87337,6168,92951,98696,39715,beta
2572,22221,25505,96717,80674,alpha
94274,69508,13566,58754,7067,gamma
9343,50422,17686,84692,38204,alpha
99538,16774,90688,35855,41908,beta
2250,64037,42487,45828,94113,beta
23450,76348,44815,59838,49502,gamma
59550,90611,6161,82682,77370,alpha
27630,56775,85555,54616,22820,alpha
73168,24792,86985,80952,32657,beta
33086,37286,19612,2024,41145,beta
96006,6280,97098,96356,88991,gamma
48668,63011,80378,95132,1655,gamma
14650,11016,45616,152,38100,gamma
80467,40014,25360,72399,92357,alpha
98703,54681,51771,76625,95711,gamma
30439,8197,98523,82876,22501,gamma
93868,98342,34556,61521,21525,alpha
94021,27216,86996,86523,89127,beta
25424,23009,70763,74272,30090,beta
68916,16165,47343,6729,83715,gamma
28273,33455,28027,25371,12759,beta
33334,79887,7581,57372,20957,gamma
20926,23221,38430,58875,51210,beta
99956,66584,76283,84890,34998,beta
84578,8028,97154,79807,28463,alpha
7029,8860,79761,58741,46733,gamma
33097,68591,17939,48930,47332,beta
64434,31451,41459,40918,4491,alpha
45573,68238,16292,28984,89783,alpha
59684,21646,34024,49364,22303,alpha
13936,98422,22488,21590,7823,beta
58040,39340,72178,56643,46153,gamma
1718,25405,11480,20957,41027,gamma
69504,40160,48607,36347,82360,beta
7155,52411,79167,36088,66472,beta
76388,26089,68825,15504,73284,alpha
40614,1165,18345,68904,2993,gamma
5350,61099,40459,47992,81436,beta
92217,10601,36592,37777,41567,beta
74128,43412,83861,56248,59916,alpha
8074,50554,41258,64622,49177,gamma
97175,18667,54828,53855,45565,beta
52389,41860,45519,38806,14181,gamma
5044,16425,30774,71173,97902,gamma
54811,54353,88982,66546,61527,beta
39998,26784,39113,48434,72209,beta
80650,75272,20794,64033,31729,gamma
20449,92464,64266,76607,7808,alpha
20511,84178,51697,27548,25557,alpha
69369,44120,55416,39761,28033,alpha
4518,38639,86195,42568,12036,beta
66127,11770,41273,96056,12144,gamma
20524,49921,32870,90398,66128,gamma
48447,98753,56369,38268,79153,gamma
81897,13054,65151,64721,81074,alpha
99593,34926,23416,93444,22692,gamma
36957,54724,43412,55230,50814,gamma
68802,93172,30351,9927,59644,alpha
85563,6415,22642,63357,18893,alpha
50289,37121,70059,11345,887,gamma
74748,46299,11139,729,85683,alpha
3847,65771,82247,28964,11222,gamma
49408,623,67035,89765,25467,beta
8938,68317,86475,32193,91278,gamma
62461,4998,37667,52260,2668,alpha
63430,80985,47454,61143,77532,alpha
21312,44484,24036,16131,65954,beta
19037,43737,53747,64569,67211,gamma
57298,22280,13834,22834,89870,beta
56293,82910,84550,80265,75654,beta
76841,48167,73836,90703,25204,alpha
53513,76097,79397,32116,38018,alpha
23257,74999,28309,98568,8270,alpha
88419,41171,65209,8517,40405,beta
86557,96433,99931,78037,53324,gamma
42651,8610,27784,40973,93626,beta
54213,98705,50546,57596,57409,beta
6855,74353,31420,98475,47303,alpha
17726,42510,95620,80188,8090,alpha
38540,27071,67150,90152,64523,alpha
67744,14298,11591,62556,36315,alpha
74912,34371,51511,14579,60454,gamma
45308,14509,98669,13385,13089,gamma
1377,39336,86324,50706,22772,beta
225,92777,74598,51679,17163,beta
46927,11922,28795,87478,88475,gamma
55578,79499,29531,51091,60300,beta
92658,99801,493,11975,15523,gamma
34925,9571,16072,46774,95218,gamma
98827,18700,82148,40302,39758,beta
43491,78455,56437,20262,67804,gamma
52062,99716,27672,25502,76155,gamma
96267,70090,48903,12480,15255,beta
12543,14368,61243,42642,67752,gamma
70810,92558,16183,57273,19017,gamma
34468,66902,80066,87877,1828,alpha
84694,68842,65352,15010,42397,alpha
50578,28200,92512,41828,55623,alpha
57071,31503,58373,30385,64599,gamma
71191,39804,30030,28279,91233,alpha
18398,5404,12022,67803,79815,gamma
54079,61169,65851,11223,17788,gamma
52084,33018,15274,11745,6649,alpha
42762,27700,34944,85418,69677,alpha
39922,61079,30122,63349,28569,alpha
64900,23273,38969,80829,61155,gamma
26540,86454,91505,71803,87801,beta
85594,80817,45828,94787,89438,alpha
95334,46727,46977,29158,65074,beta
29494,30433,42729,16048,10072,gamma
68310,24334,9011,85005,93735,gamma
26232,32414,15637,78299,35375,gamma
45149,41361,98837,38230,96351,alpha
95327,31312,89417,81368,77677,gamma
1646,58632,11866,85013,48848,beta
77983,88270,3337,79753,59978,beta
99366,22124,26486,33133,50016,gamma
32307,74893,4152,8994,88902,beta
84861,90907,14689,64789,84993,alpha
54617,55878,24567,79955,27305,gamma
29937,97439,39757,17507,71471,alpha
28616,18347,48389,6472,87472,beta
6395,58138,39484,98467,93028,gamma
87130,2887,37504,81137,4994,beta
77288,65505,322,30725,29769,beta
30751,47350,25542,88059,3303,beta
66331,96388,4916,42150,30563,alpha
74833,13202,95902,45616,42445,alpha
32953,29487,17221,72998,71925,alpha
62613,19754,8369,65920,88131,gamma
46511,75952,7757,36905,66455,beta
22473,68535,14120,30783,54842,alpha
36327,70812,89318,89247,67097,beta
67959,17239,84691,12481,7164,beta
33776,91310,72842,30885,54652,alpha
8925,42601,68553,66794,56400,beta
42919,84824,32481,156,59910,alpha
59951,67368,88594,83725,42453,alpha
35458,59318,84826,44658,9044,gamma
80802,90158,98004,7284,72839,beta
19290,64300,44698,81656,52436,gamma
84546,64928,52250,63298,49853,beta
56943,61193,38973,929,33358,gamma
80222,51015,6733,24658,38737,alpha
86913,95819,13974,56530,11541,gamma
66564,7108,14290,15128,41671,beta
19075,95810,57561,90553,85707,gamma
35620,93994,67080,68533,59395,alpha
50624,78168,84632,3826,9317,gamma
93857,69999,66819,12428,27424,beta
98124,33803,4189,55815,19064,beta
87725,5700,96310,25867,205,gamma
46942,93497,51658,94700,201,alpha
38771,21616,37314,86539,59312,alpha
87613,3562,48595,72426,37415,alpha
38608,47169,43286,52486,22903,gamma
52986,82745,13136,90812,95531,beta
72689,65908,755,82705,74168,gamma
23307,32104,84869,13620,42819,gamma
39663,4065,33281,59045,51326,beta
49000,3666,5711,33972,98366,beta
16813,84817,46904,47165,51670,gamma
55077,37153,27361,69519,2812,gamma
91176,41312,25604,5099,46652,gamma
15127,46289,4571,38579,82014,gamma
92314,10619,48622,59646,14199,beta
92570,2108,79595,28612,92425,beta
10665,3032,30838,71388,69001,alpha
46577,6208,57371,22877,43222,gamma
80722,31358,95577,49885,37408,gamma
66222,18984,75075,69207,8816,alpha
77527,68830,94303,62236,78473,beta
8580,76598,24657,60846,76803,alpha
28551,19082,32594,92153,30993,alpha
94979,37453,30311,66870,90466,gamma
11255,55381,3509,85779,46386,beta
75732,98325,97361,42220,26453,alpha
71315,37791,77164,52659,60688,gamma
8693,33810,74386,76947,71368,gamma
41613,56177,64618,27837,2380,gamma
11246,51287,58074,85376,31041,gamma
77963,98065,38024,16928,97412,gamma
33566,96923,94129,809,3644,beta
2642,17135,44045,1852,43900,gamma
47141,79176,79408,56886,49729,alpha
51256,56493,83763,11735,95974,alpha
31076,65040,80855,74470,92996,alpha
24251,23611,14018,64301,20934,beta
81149,27792,5182,20970,8313,beta
64793,38590,29550,82978,4536,beta
58600,48654,96921,33209,1554,alpha
46745,26517,42106,10627,53731,gamma
83291,63187,89563,81703,10808,beta
52063,39527,1149,52688,84456,gamma
563,68501,89017,76638,599,gamma
6639,16303,37404,96841,75986,gamma
40154,67645,10037,24841,62307,gamma
13976,1096,43078,51557,96955,beta
22393,54817,90866,5970,59688,alpha
48465,29072,89825,20215,23560,alpha
48761,3237,39194,78628,93332,beta
31696,97699,83150,35349,53742,beta
85381,18043,19770,46272,5817,alpha
10367,9993,88937,48650,27652,beta
77462,13462,80038,35304,30951,gamma
21210,39334,98128,12326,52930,alpha
8560,2120,84944,91982,16,gamma
92615,24590,8122,95944,80287,beta
48487,90181,9196,78343,73688,beta
4762,82858,93926,99374,86158,beta
73592,11195,1180,77278,53627,gamma
4012,93379,78351,58881,19483,alpha
44791,50790,98093,79229,53655,alpha
20922,79849,53274,17833,45303,gamma
80788,86848,49083,94939,38675,alpha
44728,19098,44282,43847,99891,alpha
36817,40567,98279,93382,6620,gamma
17038,92709,50171,82808,33894,alpha
71653,13119,59455,34421,20390,beta
54928,30572,62804,59736,90307,gamma
84125,87723,41271,6699,4111,gamma
81778,25333,34059,16472,66320,beta
41404,53224,41066,12290,84369,beta
76072,71488,3383,25346,23068,beta
3420,51853,92118,24042,22939,alpha
38387,94367,91380,96077,23629,alpha
27008,397,76418,66575,88643,beta
1839,7501,93684,19229,36759,alpha
76378,59523,45299,72915,15134,alpha
13238,41306,15180,99857,93873,gamma
94953,96151,98069,17212,87051,alpha
60819,44700,4461,64452,70546,alpha
13530,85806,57139,41417,25702,beta
63071,61205,32556,55743,87299,beta
34649,5116,36400,53471,48645,alpha
89978,88331,28985,74022,78920,gamma
66394,62064,68206,60588,25112,beta
87279,47690,83252,67849,30786,alpha
61158,55262,92322,95356,35558,alpha
28516,77640,11195,38803,4978,alpha
